Active Date,COUNTY,LEGAL NAME,INSTITUTION TYPE DESCRIPTION,INSTITUTION SUB TYPE DESCRIPTION,GRADE ORGANIZATION DESCRIPTION,MAILING ADDRESS,MAIL CITY,STATE,ZIP
7/1/94,KINGS,BROOKLYN SCHOOL FOR GLOBAL STUDIES,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,284 BALTIC ST,BROOKLYN,NY,11201
7/1/03,KINGS,BOERUM SCHOOL FOR INTERNATIONAL STUDIES (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,284 BALTIC ST,BROOKLYN,NY,11201
7/1/03,KINGS,COBBLE HILL SCHOOL OF AMERICAN STUDIES,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,347 BALTIC ST,BROOKLYN,NY,11201
7/1/90,KINGS,MARY MCDOWELL FRIENDS SCHOOL,NON-PUBLIC SCHOOLS,QUAKERS,Junior Senior School,20 BERGEN ST,BROOKLYN,NY,11201
7/1/80,KINGS,A FANTIS PAROCHIAL SCHOOL,NON-PUBLIC SCHOOLS,GREEK ORTHODOX,Elementary,195 STATE ST,BROOKLYN,NY,11201
7/1/12,KINGS,SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,284 BALTIC ST-BSMT,BROOKLYN,NY,11201
7/1/80,KINGS,PACKER COLLEGIATE INSTITUTE,NON-PUBLIC SCHOOLS,INDEPENDENT,K-12 School,170 JORALEMON ST,BROOKLYN,NY,11201
7/1/96,KINGS,BROOKLYN HEIGHTS MONTESSORI SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,185 COURT ST,BROOKLYN,NY,11201
7/1/99,KINGS,STERLING SCHOOL (THE),NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,299 PACIFIC ST,BROOKLYN,NY,11201
7/1/80,KINGS,PS 91 ALBANY AVENUE SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,532 ALBANY AVE,BROOKLYN,NY,11203
7/1/03,KINGS,PS 181,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1023 NEW YORK AVE,BROOKLYN,NY,11203
7/1/80,KINGS,PS 397 FOSTER-LAURIE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,490 FENIMORE ST,BROOKLYN,NY,11203
7/1/12,KINGS,NEW HEIGHTS MIDDLE SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,790 E NEW YORK AVE,BROOKLYN,NY,11203
7/1/04,KINGS,SCHOOL FOR HUMAN RIGHTS (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,600 KINGSTON AVE,BROOKLYN,NY,11203
7/1/04,KINGS,SCHOOL FOR DEMOCRACY AND LEADERSHIP,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,600 KINGSTON AVE,BROOKLYN,NY,11203
7/1/04,KINGS,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,911 FLATBUSH AVE,BROOKLYN,NY,11203
7/1/03,KINGS,HS FOR PUBLIC SERVICE-HEROES OF TOMORROW,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,600 KINGSTON AVE,BROOKLYN,NY,11203
7/1/12,KINGS,BROOKLYN INSTITUTE FOR LIBERAL ARTS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,600 KINGSTON AVE,BROOKLYN,NY,11203
7/1/00,KINGS,"BNOS MENACHEM, INC",NON-PUBLIC SCHOOLS,JEWISH,K-12 School,739 E NEW YORK AVE,BROOKLYN,NY,11203
7/1/02,KINGS,DARCHAI MENACHEM INC,NON-PUBLIC SCHOOLS,JEWISH,Junior Senior School,432 RUTLAND RD,BROOKLYN,NY,11203
7/1/05,KINGS,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,K-12 School,790 E NEW YORK AVE,BROOKLYN,NY,11203
7/1/86,KINGS,LEAGUE SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,K-12 School,567 KINGSTON AVE,BROOKLYN,NY,11203
7/1/89,KINGS,PHYL'S ACADEMY PREPARATORY SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,3520 TILDEN AVE,BROOKLYN,NY,11203
7/1/80,KINGS,PS 135 SHELDON A BROOKNER,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,684 LINDEN BLVD,BROOKLYN,NY,11203
7/1/80,KINGS,PS 208 ELSA EBELING,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,4801 AVE D,BROOKLYN,NY,11203
7/1/80,KINGS,PS 235 JANICE MARIE KNIGHT SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,525 LENOX RD,BROOKLYN,NY,11203
7/1/03,KINGS,PS 244 RICHARD R GREEN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,5404 TILDEN AVE,BROOKLYN,NY,11203
7/1/80,KINGS,PS 268 EMMA LAZARUS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,133 E 53RD ST,BROOKLYN,NY,11203
7/1/80,KINGS,IS 285 MEYER LEVIN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,5909 BEVERLY RD,BROOKLYN,NY,11203
7/1/07,KINGS,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,905 WINTHROP ST,BROOKLYN,NY,11203
7/1/07,KINGS,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,905 WINTHROP ST,BROOKLYN,NY,11203
7/1/14,KINGS,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior High School,5404 TILDEN AVE,BROOKLYN,NY,11203
7/1/07,KINGS,IT TAKES A VILLAGE ACADEMY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,5800 TILDEN AVE,BROOKLYN,NY,11203
7/1/07,KINGS,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,5800 TILDEN AVE,BROOKLYN,NY,11203
7/1/07,KINGS,ARTS AND MEDIA PREPARATORY ACADEMY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,905 WINTHROP ST,BROOKLYN,NY,11203
7/1/08,KINGS,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,5800 TILDEN AVE,BROOKLYN,NY,11203
7/1/80,KINGS,NAZARETH REGIONAL HIGH SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Senior High,475 E 57TH ST,BROOKLYN,NY,11203
7/1/80,KINGS,ST CATHERINE OF GENOA-ST THERESE  OF LISIEUX,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,Elementary,4410 AVE D,BROOKLYN,NY,11203
7/1/80,KINGS,FLATBUSH SDA SCHOOL,NON-PUBLIC SCHOOLS,SEVENTH-DAY ADVENTIST,Elementary,5810 SNYDER AVE,BROOKLYN,NY,11203
7/1/80,KINGS,EXCELSIOR ELEMENTARY SCHOOL,NON-PUBLIC SCHOOLS,SEVENTH-DAY ADVENTIST,Junior Senior School,418 E 45TH ST,BROOKLYN,NY,11203
7/1/04,KINGS,BIBLE SPEAKS CHURCH OF CHRIST ACADEMY (THE),NON-PUBLIC SCHOOLS,CHRISTIAN FUNDAMENTALIST,Elementary,5205 FOSTER AVE,BROOKLYN,NY,11203
7/1/91,KINGS,BATTALION CHRISTIAN ACADEMY,NON-PUBLIC SCHOOLS,CHRISTIAN FUNDAMENTALIST,Elementary,661 LINDEN BLVD,BROOKLYN,NY,11203
7/1/10,KINGS,NEW HOPE ACADEMY CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,475 E 57TH ST-3RD FL,BROOKLYN,NY,11203
7/1/14,KINGS,DANIELLE'S EDUCATING FOR THE FUTURE INC,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,144 E 56TH ST,BROOKLYN,NY,11203
7/1/94,KINGS,GREAT OAKS ELEMENTARY SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,4718 FARRAGUT RD,BROOKLYN,NY,11203
7/1/99,KINGS,PARKWAY ELEMENTARY SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,5566 KINGS HWY,BROOKLYN,NY,11203
7/1/80,KINGS,EBENEZER PREPARATORY SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,5464 KINGS HWY,BROOKLYN,NY,11203
7/1/08,KINGS,CRISTO REY BROOKLYN HIGH SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Senior High,710 E 37TH ST,BROOKLYN,NY,11203
7/1/03,KINGS,PS 231,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,5601 16TH AVE,BROOKLYN,NY,11204
7/1/07,KINGS,YALDEINU SCHOOL (THE),NON-PUBLIC SCHOOLS,JEWISH,Special School,1600 63RD ST,BROOKLYN,NY,11204
7/1/80,KINGS,PS 48 MAPLETON,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,6015 18TH AVE,BROOKLYN,NY,11204
7/1/80,KINGS,SEEALL ACADEMY (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,5601 16TH AVE,BROOKLYN,NY,11204
7/1/80,KINGS,PS 192 MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,4715 18TH AVE,BROOKLYN,NY,11204
7/1/03,KINGS,PS 205 CLARION,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,6701 20TH AVE,BROOKLYN,NY,11204
7/1/03,KINGS,JHS 223 MONTAUK (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,4200 16TH AVE,BROOKLYN,NY,11204
7/1/80,KINGS,JHS 227 EDWARD B SHALLOW,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,6500 16TH AVE,BROOKLYN,NY,11204
7/1/80,KINGS,PS 247,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,7000 21ST AVE,BROOKLYN,NY,11204
7/1/03,KINGS,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,5800 20TH AVE,BROOKLYN,NY,11204
7/1/07,KINGS,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,4200 16TH AVE,BROOKLYN,NY,11204
7/1/06,KINGS,TALMUD TORAH OHR MOSHE,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,1774 58TH ST,BROOKLYN,NY,11204
7/1/97,KINGS,YESHIVA KETANA OF BENSONHURST,NON-PUBLIC SCHOOLS,JEWISH,Elementary,2025 67TH ST,BROOKLYN,NY,11204
7/1/80,KINGS,YESHIVA CHASDEI TORAH,NON-PUBLIC SCHOOLS,JEWISH,Junior Senior School,54 AVE O,BROOKLYN,NY,11204
7/1/90,KINGS,JEWISH CENTER FOR SPECIAL EDUCATION,NON-PUBLIC SCHOOLS,JEWISH,Junior Senior School,1760 53RD ST,BROOKLYN,NY,11204
7/1/11,KINGS,YESHIVA AND MESIVTA WIZNITZ OF USA,NON-PUBLIC SCHOOLS,JEWISH,Senior High,4 DAHL CT,BROOKLYN,NY,11204
7/1/99,KINGS,CONGREGATION KHAL CHASIDEI SKWER INC,NON-PUBLIC SCHOOLS,JEWISH,Elementary,1608 55TH ST,BROOKLYN,NY,11204
7/1/80,KINGS,YESHIVA CHSAN SOFER,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,1876 50TH ST,BROOKLYN,NY,11204
7/1/80,KINGS,YESHIVA AND BETH HAMEDRASH SHAAREI YOSHER,NON-PUBLIC SCHOOLS,JEWISH,Senior High,4102 16TH AVE,BROOKLYN,NY,11204
7/1/80,KINGS,YESHIVA YAGDIL TORAH,NON-PUBLIC SCHOOLS,JEWISH,Elementary,5110 18TH AVE,BROOKLYN,NY,11204
7/1/80,KINGS,CONGREGATION KHAL CHASIDEI SKWER INC,NON-PUBLIC SCHOOLS,JEWISH,Senior High,5801 16TH AVE,BROOKLYN,NY,11204
7/1/80,KINGS,GERER YESHIVA/MESIVTA BAIS YISROEL,NON-PUBLIC SCHOOLS,JEWISH,Senior High,5407 16TH AVE,BROOKLYN,NY,11204
7/1/80,KINGS,YESHIVA MACHZIKEI HADAS,NON-PUBLIC SCHOOLS,JEWISH,Elementary,1601 42ND ST,BROOKLYN,NY,11204
7/1/80,KINGS,BAIS YAAKOV D'CHASSIDEI GUR,NON-PUBLIC SCHOOLS,JEWISH,Elementary,1975 51ST ST,BROOKLYN,NY,11204
7/1/80,KINGS,BAIS YAAKOV OF 18TH AVENUE,NON-PUBLIC SCHOOLS,JEWISH,Elementary,4419 18TH AVE,BROOKLYN,NY,11204
7/1/80,KINGS,YESHIVAS NOVOMINSK-KOL YEHUDA,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1690 60TH ST,BROOKLYN,NY,11204
7/1/80,KINGS,BAIS YAAKOV D'GUR HIGH SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1975 51ST ST,BROOKLYN,NY,11204
7/1/90,KINGS,MACHON BAIS YAAKOV HILDA BIRN HIGH SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1681-83 42ND ST,BROOKLYN,NY,11204
7/1/90,KINGS,MERKAZ BNOS/BNOS CHAVA HIGH SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1400 W 6TH ST,BROOKLYN,NY,11204
7/1/91,KINGS,TIFERES MIRIAM SCHOOL FOR GIRLS,NON-PUBLIC SCHOOLS,JEWISH,Junior Senior School,6510 17TH AVE,BROOKLYN,NY,11204
7/1/91,KINGS,SHALSHELES BAIS YAAKOV,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,1681 42ND ST,BROOKLYN,NY,11204
7/1/96,KINGS,CONGREGATION MACHNE CHAIM INC,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,6101 16TH AVE,BROOKLYN,NY,11204
7/1/03,KINGS,OHR HALIMUD/MULTI-SENSORY LEARNING CENTER,NON-PUBLIC SCHOOLS,JEWISH,Special School,1681 42ND ST,BROOKLYN,NY,11204
7/1/80,KINGS,IS 96 SETH LOW,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,99 AVE P,BROOKLYN,NY,11204
7/1/80,KINGS,PS 121 NELSON A ROCKEFELLER,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,5301 20TH AVE,BROOKLYN,NY,11204
7/1/80,KINGS,PS 177 MARLBORO (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,346 AVE P,BROOKLYN,NY,11204
7/1/80,KINGS,PS 226 ALFRED DE B MASON,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,6006 23RD AVE,BROOKLYN,NY,11204
7/1/80,KINGS,SAINT ATHANASIUS CATHOLIC ACADEMY,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,Elementary,6120 BAY PKY,BROOKLYN,NY,11204
7/1/80,KINGS,BISHOP KEARNEY HIGH SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,Senior High,2202 60TH ST,BROOKLYN,NY,11204
7/1/80,KINGS,YESHIVA KARLIN STOLIN,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,1818 54TH ST,BROOKLYN,NY,11204
7/1/97,KINGS,YESHIVA IMREI CHAIM VIZNITZ,NON-PUBLIC SCHOOLS,JEWISH,Elementary,1824 53RD ST,BROOKLYN,NY,11204
7/1/00,KINGS,BARKAI YESHIVA,NON-PUBLIC SCHOOLS,JEWISH,Elementary,5302 21ST AVE,BROOKLYN,NY,11204
7/1/14,KINGS,SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,99 AVE P-4TH FL,BROOKLYN,NY,11204
7/1/80,KINGS,YESHIVA TIFERETH ELIMELECH,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,1650 56TH ST,BROOKLYN,NY,11204
7/1/80,KINGS,PS 20 CLINTON HILL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,225 ADELPHI ST,BROOKLYN,NY,11205
7/1/80,KINGS,PS 46 EDWARD C BLUM,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,100 CLERMONT AVE,BROOKLYN,NY,11205
7/1/80,KINGS,PS 54 SAMUEL C BARNES,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,195 SANFORD ST,BROOKLYN,NY,11205
7/1/80,KINGS,PS 67 CHARLES A DORSEY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,51 ST EDWARDS ST,BROOKLYN,NY,11205
7/1/85,KINGS,MS 113 RONALD EDMONDS LEARNING CENTER,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,300 ADELPHI ST,BROOKLYN,NY,11205
7/1/80,KINGS,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,101 PARK AVE,BROOKLYN,NY,11205
7/1/03,KINGS,PS 270 JOHANN DEKALB,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,241 EMERSON PL,BROOKLYN,NY,11205
7/1/10,KINGS,FORT GREEN PREPARATORY ACADEMY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,100 CLERMONT AVE,BROOKLYN,NY,11205
7/1/06,KINGS,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS & MEDIA",PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,300 WILLOUGHBY AVE,BROOKLYN,NY,11205
7/1/06,KINGS,ACADEMY OF ARTS AND LETTERS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,225 ADELPHI ST,BROOKLYN,NY,11205
7/1/08,KINGS,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,300 WILLOUGHBY AVE,BROOKLYN,NY,11205
7/1/80,KINGS,QUEEN OF ALL SAINTS CATHOLIC ACADEMY,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,Elementary,300 VANDERBILT AVE,BROOKLYN,NY,11205
7/1/15,KINGS,YESHIVA OF KASHO,NON-PUBLIC SCHOOLS,JEWISH,Other,101 SPENCER ST,BROOKLYN,NY,11205
7/1/02,KINGS,TALMUD TORAH D'NITRA,NON-PUBLIC SCHOOLS,JEWISH,Junior Senior School,1005-07 BEDFORD AVE,BROOKLYN,NY,11205
7/1/00,KINGS,COMMUNITY PARTNERSHIP CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,241 EMERSON PL,BROOKLYN,NY,11205
7/1/06,KINGS,COMMUNITY ROOTS CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,51 ST EDWARDS ST-3RD FL,BROOKLYN,NY,11205
7/1/13,KINGS,SUCCESS ACADEMY CHARTER SCHOOL-FORT GREENE,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,101 PARK AVE-3RD FL,BROOKLYN,NY,11205
7/1/14,KINGS,COMPASS CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,300 ADELPHI-4TH FL,BROOKLYN,NY,11205
7/1/09,KINGS,GREENE HILL SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,39 ADELPHI ST,BROOKLYN,NY,11205
7/1/80,KINGS,DILLON CHILD STUDY CENTER,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,239 VANDERBILT AVE,BROOKLYN,NY,11205
7/1/80,KINGS,PS/IS 157 BENJAMIN FRANKLIN HEATH AND SCIENCE (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,850 KENT AVE,BROOKLYN,NY,11205
7/1/07,KINGS,OHEL ELOZER,NON-PUBLIC SCHOOLS,JEWISH,Senior High,263 CLASSON AVE-STE 4B,BROOKLYN,NY,11205
7/1/08,KINGS,BNOS SPINKA BOYS SCH,NON-PUBLIC SCHOOLS,JEWISH,Elementary,799 KENT AVE,BROOKLYN,NY,11205
7/1/80,KINGS,BNEI SHIMON YISROEL OF SOPRON,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,18 WARSOFF PL,BROOKLYN,NY,11205
7/1/00,KINGS,HYCHEL HATORAH,NON-PUBLIC SCHOOLS,JEWISH,Senior High,70 FRANKLIN AVE,BROOKLYN,NY,11205
7/1/03,KINGS,BNOS SQUARE OF WILLIAMSBURG,NON-PUBLIC SCHOOLS,JEWISH,Junior Senior School,382 WILLOUGHBY AVE,BROOKLYN,NY,11205
7/1/03,KINGS,YESHIVA BETH JOSEPH ZVI DUSHINSKY,NON-PUBLIC SCHOOLS,JEWISH,Senior High,910 BEDFORD AVE,BROOKLYN,NY,11205
7/1/03,KINGS,PS 368,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,70 TOMPKINS AVE,BROOKLYN,NY,11206
7/1/93,KINGS,PS 373 BROOKLYN TRANSITION CENTER,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,185 ELLERY ST,BROOKLYN,NY,11206
7/1/80,KINGS,NEW YORK CITY GEOGRAPHIC DISTRICT #14,SCHOOL DISTRICTS,CITY,NA,215 HEYWARD ST,BROOKLYN,NY,11206
7/1/80,KINGS,PS 18 EDWARD BUSH,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,101 MAUJER ST,BROOKLYN,NY,11206
7/1/80,KINGS,PS 23 CARTER G WOODSON,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,545 WILLOUGHBY AVE,BROOKLYN,NY,11206
7/1/80,KINGS,PS 59 WILLIAM FLOYD,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,211 THROOP AVE,BROOKLYN,NY,11206
7/1/80,KINGS,PS 120 CARLOS TAPIA,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,18 BEAVER ST,BROOKLYN,NY,11206
7/1/03,KINGS,PS 147 ISSAC REMSEN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,325 BUSHWICK AVE,BROOKLYN,NY,11206
7/1/03,KINGS,PS 196 TEN EYCK,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,207 BUSHWICK AVE,BROOKLYN,NY,11206
7/1/03,KINGS,PS 250 GEORGE H LINDSEY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,108 MONTROSE AVE,BROOKLYN,NY,11206
7/1/80,KINGS,PS 257 JOHN F HYLAN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,60 COOK ST,BROOKLYN,NY,11206
7/1/80,KINGS,PS 297 ABRAHAM STOCKTON,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,700 PARK AVE,BROOKLYN,NY,11206
7/1/03,KINGS,IS 318 EUGENO MARIA DE HOSTOS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,101 WALTON ST,BROOKLYN,NY,11206
7/1/03,KINGS,PS 380 JOHN WAYNE ELEMENTARY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,370 MARCY AVE,BROOKLYN,NY,11206
7/1/04,KINGS,MS 582,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,207 BUSHWICK AVE,BROOKLYN,NY,11206
7/1/80,KINGS,JUAN MOREL CAMPOS SECONDARY SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,215 HEYWARD ST,BROOKLYN,NY,11206
7/1/06,KINGS,BROOKLYN LATIN SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,223 GRAHAM AVE,BROOKLYN,NY,11206
7/1/06,KINGS,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,223 GRAHAM AVE,BROOKLYN,NY,11206
7/1/07,KINGS,LYONS COMMUNITY SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,223 GRAHAM AVE,BROOKLYN,NY,11206
7/1/08,KINGS,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,325 BUSHWICK AVE,BROOKLYN,NY,11206
7/1/13,KINGS,OHEL CHAYA,NON-PUBLIC SCHOOLS,JEWISH,Special School,16 SUMNER PL,BROOKLYN,NY,11206
7/1/10,KINGS,BE'ER MIRIAM,NON-PUBLIC SCHOOLS,JEWISH,Elementary,287 HEYWARD ST,BROOKLYN,NY,11206
7/1/15,KINGS,BAIS RUCHEL HIGH SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Other,177 HARRISON AVE,BROOKLYN,NY,11206
7/1/80,KINGS,YESHIVA MESIVTA ARUGATH HABOSEM,NON-PUBLIC SCHOOLS,JEWISH,Elementary,40 LYNCH ST,BROOKLYN,NY,11206
7/1/80,KINGS,MOSDOS CHASIDEI SQUARE,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,105 HEYWARD ST,BROOKLYN,NY,11206
7/1/91,KINGS,YESHIVA BNOS SPINKA,NON-PUBLIC SCHOOLS,JEWISH,Elementary,127 WALLABOUT ST,BROOKLYN,NY,11206
7/1/04,KINGS,BROOKLYN CHARTER SCHOOL (THE),PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,545 WILLOUGHBY AVE,BROOKLYN,NY,11206
7/1/04,KINGS,WILLIAMSBURG CHARTER HIGH SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Senior High,198 VARET ST,BROOKLYN,NY,11206
7/1/11,KINGS,SUCCESS ACADEMY CHARTER SCHOOL - BED STUY 1,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,70 TOMPKINS AVE-2ND FL,BROOKLYN,NY,11206
7/1/12,KINGS,BEGINNING WITH CHILDREN CHARTER SCHOOL II,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,215 HEYWARD ST,BROOKLYN,NY,11206
7/1/12,KINGS,SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,211 THROOP AVE-3RD FL,BROOKLYN,NY,11206
7/1/08,KINGS,BRIGHTER CHOICE COMMUNITY SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,280 HART ST,BROOKLYN,NY,11206
